transaction_id,customer_id,employee_id,transaction_date,category,amount,payment_method,status
422,31,31,2024-11-02,Electronics,29670.85,UPI,REFUNDED
423,74,34,2025-08-08,Software,73708.33,Card,SUCCESS
424,97,29,2024-06-26,Grocery,72915.15,Card,SUCCESS
425,6,28,2024-03-21,Software,32710.95,Card,REFUNDED
426,34,21,2024-03-09,Electronics,29168.63,Cash,REFUNDED
427,42,18,2025-06-16,Fashion,68795.43,UPI,REFUNDED
428,76,34,2025-03-05,Electronics,31141.74,Card,REFUNDED
429,76,38,2024-04-12,Electronics,42245.01,UPI,SUCCESS
430,69,23,2025-02-24,Travel,28789.96,Cash,REFUNDED
431,78,31,2024-02-08,Grocery,20728.52,Card,REFUNDED
432,78,44,2025-12-11,Fashion,3004.81,NetBanking,SUCCESS
433,7,48,2025-05-01,Travel,67287.65,UPI,SUCCESS
434,39,20,2024-10-14,Fashion,64381.79,UPI,SUCCESS
435,18,20,2025-03-29,Travel,20279.56,Cash,REFUNDED
436,83,6,2024-07-11,Fashion,15933.15,Cash,FAILED
437,98,34,2025-01-17,Electronics,38693.7,Card,SUCCESS
438,40,46,2025-06-02,Fashion,10260.17,UPI,SUCCESS
439,25,13,2024-02-29,Grocery,2577.02,UPI,SUCCESS
440,91,13,2024-10-07,Travel,61780.62,Cash,SUCCESS
441,88,2,2024-09-04,Travel,36710.13,Cash,SUCCESS
442,61,38,2025-07-18,Travel,25884.25,NetBanking,SUCCESS
443,37,2,2025-01-30,Electronics,12301.76,Card,SUCCESS
444,83,15,2025-11-24,Grocery,20254.36,Cash,REFUNDED
445,3,50,2025-11-29,Electronics,35609.88,Card,SUCCESS
446,77,1,2024-08-17,Travel,45664.96,NetBanking,SUCCESS
447,55,25,2024-12-23,Fashion,18974.7,Cash,SUCCESS
448,87,34,2025-09-30,Fashion,43878.09,UPI,REFUNDED
449,85,24,2025-07-28,Software,44573.56,NetBanking,SUCCESS
450,88,7,2025-05-08,Electronics,25287.65,NetBanking,SUCCESS
451,36,17,2025-11-02,Software,71418.87,NetBanking,SUCCESS
452,20,34,2024-09-03,Electronics,60426.69,Cash,SUCCESS
453,88,9,2024-01-27,Software,37353.22,NetBanking,SUCCESS
454,54,26,2025-02-01,Software,2745.39,Card,SUCCESS
455,93,46,2024-08-15,Software,40144.17,Cash,SUCCESS
456,65,20,2024-06-23,Software,65749.46,Card,SUCCESS
457,13,31,2024-05-11,Software,19473.02,Card,SUCCESS
458,84,6,2024-08-15,Travel,16827.26,NetBanking,FAILED
459,43,24,2024-09-23,Home,22124.43,UPI,FAILED
460,7,41,2025-08-20,Home,70828.14,UPI,FAILED
461,25,33,2024-05-02,Software,28687.02,NetBanking,FAILED
462,7,10,2024-05-20,Grocery,25765.97,Cash,SUCCESS
463,41,46,2024-07-03,Electronics,36619.81,Card,SUCCESS
464,82,4,2024-01-05,Fashion,20587.24,Card,REFUNDED
465,98,11,2025-05-16,Electronics,9792.51,Cash,FAILED
466,52,28,2025-05-03,Fashion,449.72,Card,SUCCESS
467,2,21,2025-06-27,Grocery,1441.92,UPI,SUCCESS
468,29,45,2024-12-18,Travel,9756.92,Cash,REFUNDED
469,76,20,2024-06-20,Electronics,61805.9,NetBanking,SUCCESS
470,59,47,2025-06-16,Home,39356.41,Cash,SUCCESS
471,44,32,2025-01-02,Grocery,12449.77,Cash,SUCCESS
472,30,15,2024-05-14,Grocery,55082.34,Card,SUCCESS
473,47,46,2025-10-28,Electronics,28201.91,NetBanking,REFUNDED
474,80,4,2025-08-31,Electronics,49681.55,UPI,SUCCESS
475,89,8,2025-03-02,Fashion,28581.01,NetBanking,FAILED
476,90,10,2024-07-29,Software,51461.93,UPI,SUCCESS
477,54,43,2024-04-13,Software,39071.16,Card,FAILED
478,14,33,2025-09-24,Electronics,21274.74,UPI,FAILED
479,26,39,2024-07-23,Travel,62379.26,Card,SUCCESS
480,91,27,2024-10-29,Grocery,3051.49,Cash,SUCCESS
481,89,31,2024-12-04,Grocery,305.08,UPI,SUCCESS
482,74,43,2025-05-20,Grocery,71213.51,UPI,SUCCESS
483,33,42,2024-08-24,Fashion,74151.08,NetBanking,SUCCESS
484,60,4,2024-04-12,Grocery,65573.12,NetBanking,SUCCESS
485,87,21,2025-03-12,Software,8780.99,UPI,SUCCESS
486,18,43,2025-10-24,Grocery,24716.7,Cash,REFUNDED
487,35,47,2024-04-05,Travel,61140.83,Card,SUCCESS
488,52,26,2025-04-12,Travel,62694.56,Cash,FAILED
489,84,11,2024-04-25,Grocery,52243.12,UPI,SUCCESS
490,14,27,2025-08-27,Fashion,60189.63,Cash,SUCCESS
491,79,25,2025-01-02,Home,2258.34,Card,FAILED
492,63,8,2025-02-25,Fashion,3543.33,NetBanking,SUCCESS
493,2,46,2025-11-25,Home,57587.9,Card,SUCCESS
494,67,34,2025-12-05,Software,46406.1,Cash,SUCCESS
495,62,23,2025-11-10,Software,48141.19,Card,REFUNDED
496,79,4,2024-01-12,Software,70084.42,Cash,FAILED
497,22,5,2025-05-18,Travel,18142.8,NetBanking,SUCCESS
498,65,15,2025-07-17,Software,28459.96,Card,SUCCESS
499,59,29,2025-08-09,Fashion,6692.69,Cash,FAILED
500,41,8,2025-05-24,Software,49037.64,UPI,FAILED
